url,maker,date,image_list,n_images,locat,c1,c2,c3,Carrozzeria,Tipo di veicolo,Trazione,Posti,Porte,Versione per nazione,Usato garantito,Chilometraggio,Anno,Potenza,Tipo di cambio,Altre fonti energetiche,Classe emissioni,Comfort,Intrattenimento / Media,Sicurezza,Extra,Colore,Colore finiture interne,Materiale,Acconto,Costo del trasferimento ,Costo di registrazione,"Totale, unico",Tipo di contratto,Chilometraggio p.a.,Durata,Quota mensile,Tasso di interesse effettivo,Interessi passivi pagati p.a.,Prestito netto,Rata finale,Proprietari,Tagliandi certificati,Veicolo non fumatori,Cilindrata,Marce,Cilindri,Peso a vuoto,Tipo di vernice,Importo totale della locazione,Fattore di locazione,Più km costi,Risarcimento per meno km,Offerta n.,Carburante,Emissioni CO₂,Colore specifico,Prezzo auto,Anticipo,Importo finanziato,Importo totale dovuto,TAEG,TAN Fisso,Rata,Anno di produzione,Revisione,Per neopatentati,Ultimo tagliando,Cambio cinghia distribuzione,Portata massima,Prezzo veicolo,Numero rate,Importo da rimborsare,Importo rate
/annunci/abarth-595-595-1-4-t-jet-pista-160cv-auto-benzina-grigio-a51d040f-7336-4353-90b8-9d62bf032bf8,Abarth,2022-11-22 22:43:24.230455,"['https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_54aa4f91-6a6c-4d5f-bc7f-33da79d93ee5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_06faf6a8-0101-4190-b72f-a1f67b6bc180.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_f1edd585-cf70-4b87-8b97-6b434c010a48.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_cbb6af33-7071-449c-9885-14fa988f3008.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_56453cc0-965f-417e-81b1-e51434c4778a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_536b9ef5-ba47-494e-b33b-563c5f37fd41.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_2cc810ac-36a2-4943-a428-1f88e69cea6e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a51d040f-7336-4353-90b8-9d62bf032bf8_fe27f443-405e-49d4-9782-f1a85182fa89.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,12 mesi,58.245 km,10/2017,118 k W (160 C V),Automatico,,Euro 6d-T EM P,Climatizzatore Volante multifunzione,,Fendinebbia,"Cerchi in lega (17"")",Grigio,,,"€ 0,-","€ 870,-",Enthalten,"€ 870,-",Kilometerleasing,10.000 km,48 Monate,"€ 333,-","4,37 %","4,37 % gebunden","€ 31.869,19",,,,,1.368 cm³,5,4,1.045 kg,,"€ 15.984,-","2,08","€ 0,0797","€ 0,0321",683066,Benzina,134 g/km (comb.),G RI GI O,"€ 19.950,-",-,"€ 19.950,-","€ 24.747,-","9,20 %","8,50 %","€ 409,30",,,,,,,,,,
/annunci/citroen-c4-picasso-1-6-hdi-16v-perfect-elagance-110cv-cmp6-diesel-nero-871e9e30-6b71-43f4-814f-7812fd69790c,Citroen,2022-11-22 22:50:38.911304,"['https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_6eeed505-bfaa-468b-a043-5e36d1f2d328.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_d942ee5c-24c6-4cf5-b103-1b0bbe9af45f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_1b5b08eb-42b6-4c9b-b954-9608dddbd7f3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_709a339a-e935-4805-b212-2b1c9c412835.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_34e03ad6-90c2-48e5-9dfc-8fb859799225.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_0a155b72-1e2a-4d78-bcc0-dd4c8d482027.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_be007ad5-9458-4ba0-a91d-eadbae058d0e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/871e9e30-6b71-43f4-814f-7812fd69790c_186ad108-fc58-4fb7-a547-33c2241616c3.jpg']",8,"Masserano, IT","5,7","6,8","5,1",Monovolume,Usato,,5,5,,,164.000 km,07/2007,80 k W (109 C V),Manuale,,,"Alzacristalli elettrici Bracciolo Climatizzatore Climatizzatore automatico, 4 zone Cruise Control Hill Holder Parabrezza riscaldato Sensore di luminosità Sensore di pioggia Sistema di navigazione Specchietti laterali elettrici Vetri oscurati Volante multifunzione",Autoradio Bluetooth Computer di bordo MP3 Sound system Vivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata ES PFari di profondità antiabbagliamento Fendinebbia Frenata d'emergenza assistita Servosterzo,Cerchi in lega Freno di stazionamento elettrico,Nero,,,"€ 25.730,-",Keine Angabe,Keine Angabe,"€ 25.730,-",Kilometerleasing,10.000 km,36 Monate,"€ 647,-","4,46 %","4,46 % gebunden","€ 111.490,-","€ 72.815,90",,,,1.560 cm³,5,4,1.574 kg,,,,"€ 0,0000","€ 0,0000",,Diesel (Filtro antiparticolato),,,"€ 3.400,-",-,"€ 3.400,-","€ 4.212,70","9,17 %","7,00 %","€ 67,32",,,,,,,,,,
/annunci/dacia-jogger-jogger-1-0-tce-extreme-110cv-7p-ti-benzina-marrone-94d702d7-214b-4e41-ae7d-dbf95bcda9cf,Dacia,2022-11-22 22:51:31.960408,"['https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_74a9be31-0d7f-454c-a488-2d1e09a49eed.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_d78d8a1c-9008-4b56-a397-eeb5fbbb71b6.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_6c1340c5-f4d1-4649-b64f-28f5a675e6e0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_f2821d21-6ef7-4fa7-a8d5-7341eac44cc4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_c2380605-1f5f-4d04-a832-f41e3968a41f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_2608085e-5bd8-4232-8245-28ee6b8c28e9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_a17c7a8c-507c-499a-a4c1-5df49f1c5e57.jpg', 'https://prod.pictures.autoscout24.net/listing-images/94d702d7-214b-4e41-ae7d-dbf95bcda9cf_649f2fb4-359b-4dc3-810f-b5c764a9854d.jpg']",8,"Castellanza, IT",,,,Monovolume,Dimostrativo,Anteriore,7,5,,36 mesi,2.000 km,03/2022,81 k W (110 C V),Manuale,,Euro 6d-T EM P,Cruise Control Sensori di parcheggio assistito posteriori Volante in pelle Volante multifunzione,,A BS Airbag laterali Chiusura centralizzata Limitatore di velocità,"Cerchi in lega (16"")",Marrone,Nero,Pelle parziale,"€ 4.500,-",Enthalten,Enthalten,"€ 4.500,-",Kilometerleasing,10.000 km,48 Monate,"€ 688,51",0 %,0 % gebunden,"€ 67.150,-",,,,,999 cm³,6,3,1.261 kg,,"€ 37.548,48","1,83","€ 0,1344","€ 0,0672",671175,Benzina,,B RU N T ER RA CO TT A,"€ 18.800,-",-,"€ 18.800,-","€ 23.331,60","9,23 %","8,50 %","€ 385,71",,,,,,,,,,
/annunci/dacia-spring-comfort-plus-electric-45-33kw-elettrica-bianco-5e1bd6e7-ebf1-4314-af32-7182bfacd817,Dacia,2022-11-22 22:51:32.648043,"['https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_c0bb1858-c5fd-4354-8890-9bde154b1b38.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_76cbc885-ab26-44b0-b2f3-e558d0bc6b4d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_33432be5-7ad7-42dc-b873-f93722017ac3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_2a50115f-a65b-4800-ae18-5ad949ac17ea.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_b2050306-0e6d-48c9-b420-7e35c7fbb676.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_f7adbf5f-8627-4b9e-bde3-209805f8b8d6.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_050b67a5-7744-42c6-8a3a-86674cacb772.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5e1bd6e7-ebf1-4314-af32-7182bfacd817_f756e1ea-42d9-4b69-97ff-f384ace744ec.jpg']",8,"Castellanza, IT",,,,S UV/Fuoristrada/Pick-up,Nuovo,Anteriore,4,5,,36 mesi,1 km,,18 k W (24 C V),,,,Alzacristalli elettrici Climatizzatore,,Frenata d'emergenza assistita,Ruotino,Bianco,Nero,Pelle parziale,"€ 0,-","€ 945,-","€ 199,-","€ 1.144,-",Kilometerleasing,10.000 km,48 Monate,"€ 150,62","5,11 %","4,99 % gebunden","€ 7.586,02",,,,,0 cm³,1,,,,"€ 7.229,76","0,79","€ 0,0000","€ 0,0000",0 A4614,Elettrica,0 g/km (comb.),Bianco kaolin,"€ 18.200,-",-,"€ 18.200,-","€ 22.593,-","9,24 %","8,50 %","€ 373,40",,,,,,,,,,
/annunci/dacia-jogger-jogger-1-0-tce-extreme-110cv-7p-ti-benzina-marrone-5868775a-6b48-4357-afca-80a0dc260ae0,Dacia,2022-11-22 22:51:33.319953,"['https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_cfe02781-6472-4c37-9175-371fc8f120f8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_56cf8e0b-aac1-42ce-a085-be7ac669092f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_81d5fc82-5b28-47cb-a333-9c1b73c51167.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_aacc536d-6b0d-4ffd-bcf7-06470f900bc8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_243ef90a-af4b-4663-83c6-6e004d4abe02.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_300d3d2d-b77b-481d-b7ee-a43027b77447.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_e40b9f69-8a2c-4452-b3c4-76e670060723.jpg', 'https://prod.pictures.autoscout24.net/listing-images/5868775a-6b48-4357-afca-80a0dc260ae0_cd479a0d-1743-4844-a3d7-674b6b281c6d.jpg']",8,"Castellanza, IT",,,,Monovolume,Aziendale,Anteriore,7,5,,36 mesi,2.500 km,03/2022,81 k W (110 C V),Manuale,,Euro 6d-T EM P,Cruise Control Sensori di parcheggio assistito posteriori Volante in pelle Volante multifunzione,,A BS Airbag laterali Chiusura centralizzata Limitatore di velocità,"Cerchi in lega (16"")",Marrone,Nero,Pelle parziale,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-",Kilometerleasing,10.000 km,12 Monate,"€ 1.703,-","7,21 %","7,21 % gebunden","€ 34.890,-",,,,,999 cm³,6,3,1.261 kg,,"€ 20.436,-","3,62","€ 0,0000","€ 0,0000",671032,Benzina,,B RU N T ER RA CO TT A,"€ 18.800,-",-,"€ 18.800,-","€ 23.331,60","9,23 %","8,50 %","€ 385,71",,,,,,,,,,
/annunci/jaguar-e-pace-e-pace-2-0d-i4-s-awd-150cv-diesel-bianco-6d5b7a5a-2477-4ba2-8896-261224f62333,Jaguar,2022-11-22 23:02:25.360219,"['https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_ce3260c5-bc1f-4308-9fc8-11aaeec301fd.jpg', 'https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_c431900e-9f04-440e-a1f7-f076a63711f7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_d367f977-0758-4290-b543-df78ee68b1a0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_fd8da0a2-9c4d-4188-a0b8-8d8129a61f26.jpg', 'https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_533ea961-ae24-416b-9ab9-588f54aab899.jpg', 'https://prod.pictures.autoscout24.net/listing-images/6d5b7a5a-2477-4ba2-8896-261224f62333_98da93cb-e98a-4f81-a1b9-948033e817ae.jpg']",6,"Chivasso, IT","5,4",6,"4,8",S UV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,,,80.000 km,05/2018,110 k W (150 C V),Manuale,,,360° camera Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Climatizzatore Controllo automatico clima Cruise Control Head-up display Hill Holder Parabrezza riscaldato Portellone posteriore elettrico Regolazione elettrica sedili Riscaldamento ausiliario Sedile posteriore sdoppiato Sedili riscaldati Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Start/Stop Automatico Telecamera per parcheggio assistito Tetto panoramico Vetri oscurati Volante in pelle Volante multifunzione,Apple Car Play Autoradio Autoradio digitale Bluetooth Computer di bordo MP3 Schermo multifunzione interamente digitale Sound system US BVivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Airbag testa Antifurto Assistente abbaglianti Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari L ED Fari di profondità antiabbagliamento Fari full-L ED Frenata d'emergenza assistita Isofix Riconoscimento dei segnali stradali Servosterzo Sistema di avviso di distanza Sistema di chiamata d'emergenza Sistema di controllo pressione pneumatici Sistema di riconoscimento della stanchezza,"Cerchi in lega (20"")Controllo vocale Freno di stazionamento elettrico Luce d'ambiente Pneumatici estivi Pneumatici quattro stagioni Specchietto retrovisore con funzione antiabbagliamento Spoiler Touch screen",Bianco,Nero,Stoffa,"€ 0,-",Enthalten,"€ 0,-","€ 0,-",Kilometerleasing,10.000 km,60 Monate,"€ 379,-","4,99 %","4,99 % gebunden","€ 33.360,-",,,Sì,Sì,1.999 cm³,6,4,1.831 kg,,"€ 22.740,-","1,11","€ 0,1100","€ 0,0600",,Diesel,137 g/km (comb.),,"€ 28.500,-",-,"€ 28.500,-","€ 35.272,20","9,10 %","8,50 %","€ 584,72",,04/2024,,09/2022,,,,,,
/annunci/kia-sportage-sportage-1-6-class-2wd-eco-gpl-e6-gpl-bianco-fce58172-30da-4c2e-add3-2f14974718f4,Kia,2022-11-22 23:02:56.701155,"['https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_7578971c-0090-42bb-812d-1f5bb23edb4d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_07ed4952-91e4-47fd-9350-96c54aec510a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_53d820c3-f040-444b-a975-bcb05fbcc96f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_bbe78d6c-d6f0-4e65-b217-dc264ea4fd07.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_46bd5d58-5158-459a-af78-3f5e8f555449.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_9da49aeb-541e-4ba1-8088-db0ce303bc0b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_8d9616a6-c16c-4dea-99bc-00dc94b949e8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fce58172-30da-4c2e-add3-2f14974718f4_a8ca42ce-fa96-40d7-afa4-258b4633fc20.jpg']",8,"Castellanza, IT",,,,S UV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,,12 mesi,56.085 km,03/2016,99 k W (135 C V),Manuale,,Euro 6d-T EM P,Telecamera per parcheggio assistito,,,"Cerchi in lega (17"")",Bianco,Nero,Pelle parziale,"€ 0,-",Keine Angabe,Keine Angabe,"€ 0,-",Kilometerleasing,25.125 km,48 Monate,"€ 281,-","5,27 %","5,15 % kombiniert","€ 22.980,-","€ 0,-",,,,1.591 cm³,6,4,1.500 kg,,,,"€ 0,0700","€ 0,0300",686378,G PL,140 g/km (comb.),B IA NC O,"€ 18.950,-",-,"€ 18.950,-","€ 23.516,40","9,22 %","8,51 %","€ 388,79",,,,,,,,,,
/annunci/kia-picanto-1-0-easy-condizioni-pari-al-nuovo-neopatentato-benzina-grigio-016fdddc-4357-41e1-93ab-452cda134fdb,Kia,2022-11-22 23:02:58.414081,['https://prod.pictures.autoscout24.net/listing-images/016fdddc-4357-41e1-93ab-452cda134fdb_9b6d1953-4814-4e26-a989-6d54588d073d.jpg'],1,"Cantù Asnago CO, IT","5,1","6,1","4,5",City car,Usato,Anteriore,5,5,,,30.000 km,09/2010,46 k W (63 C V),Manuale,,Euro 4,Alzacristalli elettrici Climatizzatore Sedile posteriore sdoppiato,Autoradio,A BS Airbag conducente Airbag passeggero Chiusura centralizzata Servosterzo,Ruota di riserva Ruotino,Grigio,Nero,Pelle parziale,"€ 0,-",Keine Angabe,Enthalten,"€ 0,-",Kilometerleasing,10.000 km,48 Monate,"€ 725,-","4,73 %","4,73 % gebunden","€ 56.920,-",,,,Sì,999 cm³,5,4,1.011 kg,Metallizzato,"€ 64.975,40","1,12",,,,Benzina,,,"€ 5.800,-",-,"€ 5.800,-","€ 7.185,70","9,16 %","7,70 %","€ 116,77",,09/2024,Sì,,,,,,,
/annunci/kia-xceed-1-5-t-gdi-mhev-high-tech-adas-pack-160cv-imt-elettrica-benzina-bianco-fbc53f42-3e29-468c-aee9-4c35390406be,Kia,2022-11-22 23:02:59.154802,"['https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_9b7488c8-3256-4272-b30e-46b6d95cf772.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_78c1ccab-f641-42cd-ba98-e36e8534666b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_00b001f4-6152-4c06-b507-cda340e2e151.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_01be5489-36f1-4573-868e-70d74bed61e1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_addb02a5-78de-4138-b0f7-ee242a530187.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_56834575-1b72-454c-b560-c9ac5e7f4006.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbc53f42-3e29-468c-aee9-4c35390406be_7feed997-1609-4cab-8e89-e75ceb07d4d1.jpg']",7,"Scandicci, IT",,,,S UV/Fuoristrada/Pick-up,Usato,,5,5,,,13.000 km,03/2021,118 k W (160 C V),Manuale,Corrente elettrica ,,Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Cruise Control Hill Holder Sedile passeggero ribaltabile Sedile posteriore sdoppiato Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Telecamera per parcheggio assistito Vetri oscurati Volante in pelle Volante multifunzione,Bluetooth US BVivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata Controllo elettronico della corsia ES PFari L ED Fari di profondità antiabbagliamento Fari direzionali Fari full-L ED Fendinebbia Isofix Luci diurne Sistema di controllo pressione pneumatici Sistema di riconoscimento della stanchezza,Cerchi in lega Portapacchi Specchietto retrovisore con funzione antiabbagliamento Touch screen,Bianco,,,"€ 3.390,-","€ 1.195,-",Enthalten,"€ 4.585,-",Kilometerleasing,9.000 km,36 Monate,"€ 449,-","3,96 %","3,89 % gebunden","€ 45.395,-",,,,,1.482 cm³,6,4,1.400 kg,,"€ 19.554,-","2,3","€ 0,1526","€ 0,0763",,,,,"€ 23.900,-",-,"€ 23.900,-","€ 29.610,-","9,15 %","8,51 %","€ 490,35",,,,10/2022,,,,,,
/annunci/lancia-ypsilon-1-2-8v-diva-69cv-5-posti-benzina-nero-cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd,Lancia,2022-11-22 23:03:56.026410,"['https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_57e6ea4e-e50b-4f39-b821-38ecb9ad1f98.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_8d0bbbc8-dd9e-46af-8e37-f691b4c11466.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_fd7bdd06-148c-420a-9a34-31a721a206e5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_99b50e6c-73be-4056-85cb-dc807af9671c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_2c7812bc-59ef-44a3-be14-f73ef0681a9a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_dcbbc17d-040a-47be-bbab-b0f7f74a41ba.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_0c825cd5-e0c5-4117-bbe3-44194aabb818.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_04690c7e-cbf4-47e4-ad5c-abe63230a7cb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_e348e6d7-b0dc-4340-9220-0118d649cc53.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_60ae8f21-3ed6-4c45-a764-f53c94f9e3d8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_b6f500e5-afdc-492a-a171-471d4dbbcc33.jpg', 'https://prod.pictures.autoscout24.net/listing-images/cc45370a-b6fb-4d24-84bc-19dc5fa4f6fd_a0b0d9e7-8670-4e42-8771-7bd6cd8bd054.jpg']",12,"Cornaredo - Mi, IT","4,9","6,5",4,Berlina,Usato,Anteriore,5,3,Italia,,75.000 km,03/2011,51 k W (69 C V),Manuale,,Euro 5,Alzacristalli elettrici Climatizzatore Hill Holder Sedile passeggero ribaltabile Specchietti laterali elettrici Supporto lombare Vetri oscurati,Autoradio CD Computer di bordo MP3,A BS Airbag conducente Airbag laterali Airbag passeggero Chiusura centralizzata Chiusura centralizzata telecomandata Fendinebbia Immobilizzatore elettronico Servosterzo,"Cerchi in lega (15"")Marmitta catalitica Ruota di riserva",Nero,Nero,Stoffa,"€ 5.765,-",Keine Angabe,Keine Angabe,"€ 5.765,-",Kilometerleasing,10.000 km,36 Monate,"€ 204,-","6,78 %","6,78 % gebunden","€ 28.825,-","€ 19.933,64",,,Sì,1.242 cm³,5,4,945 kg,Metallizzato,,,"€ 0,0000","€ 0,0000",,Super 95,114 g/km (comb.),,"€ 6.500,-",-,"€ 6.500,-","€ 8.033,45","9,05 %","7,71 %","€ 130,87",,,Sì,,,,,,,
